Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
3/29/2023 5:16,Canada,Vancouver ,Industrial Biotech,Prefer not to say,Private,1-50,Research Associate ,Bachelors or Equivalent,None,,2,63000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,5%,,
3/29/2023 9:45,Canada,Toronto,Industrial Biotech,Prefer not to say,Public,200-1000,Account Manager,Masters or Equivalent,None,,4,150000,N/A (no overtime/salaried),50000,Not Applicable/None,,,,,15%,,
3/29/2023 13:16,Canada,Vancouver,Industrial Biotech,STEMCELL Technologies,Private,1000-5000,Scientist,PhD or Equivalent,None,,3,100,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,None,4% contribution match,"Federal healthcare plan, plus good extended benefits",5%,3000,
3/31/2023 22:55,Canada,Toronto,Industrial Biotech,Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,Product Development Scientist,13,102000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,4000,,,,3.50%,,
4/1/2023 8:31,Canada,Toronto,Industrial Biotech,Prefer not to say,Public,5000+,Production Manager,Bachelors or Equivalent,None,Manage 9 scientists ,5,107000,N/A (no overtime/salaried),1=%,Not Applicable/None,0,,10% match ,Full coverage,2,,
3/29/2023 9:38,England,London,Industrial Biotech,Prefer not to say,Start-up,1-50,Research manager,PhD or Equivalent,None,Oversee and manage research projects,5,55000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,3% shares,3% match,Private healthcare ,Have not been long enough to have an annual yearly raise,0,N/A
3/29/2023 5:47,Germany,NRW,Industrial Biotech,Prefer not to say,Private,1-50,Student trainee in R&D,Bachelors or Equivalent,None,Cloning and production of specialized DNA and plasmids,0,14000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
10/18/2023 6:37,Germany ,Saxony ,Industrial Biotech,Prefer not to say,Start-up,1-50,Research associate ,Masters or Equivalent,None,,5,40000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,N/A,,,Company/Institution does not have annual yearly raise,,
5/19/2023 10:52,Ireland,Limerick,Industrial Biotech,Regeneron,Private,5000+,Scientist,Masters or Equivalent,None,Scientist Upstream Lab,7,63000,N/A (no overtime/salaried),6300,Not Applicable/None,,,,,4500,,
11/12/2023 11:43,Netherlands,Amsterdam,Industrial Biotech,MaxCyte,Public,50-200,Senior Scientist,PhD or Equivalent,None,,8,130000,N/A (no overtime/salaried),45000,20000,,,,,7,,
4/12/2023 8:22,United Kingdom,"Cambridge, UK",Industrial Biotech,Source BioScience,Private,200-1000,Scientist 1,Masters or Equivalent,None,,1,25800,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,7.5,,
12/9/2023 8:48,United Kingdom,Oxford,Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,"Senior Scientist, Patent holder for core assay, manager of 2 RA's",4,50500,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
9/6/2023 20:16,United Kingdom ,Cambridge ,Industrial Biotech,Prefer not to say,Start-up,50-200,Research Associate ,Masters or Equivalent,None,Lentivirus Production & Vector QC,1,32000,N/A (no overtime/salaried),1200,Not Applicable/None,,,8% pension contribution of gross salary ,BUPA Medical & Dental ,6,,
3/29/2023 0:33,United States,Boston,Industrial Biotech,Prefer not to say,Public,200-1000,Sr. Scientist,PhD or Equivalent,None,,8,165000,N/A (no overtime/salaried),24750,Not Applicable/None,,,4% 401k match ,,9%,,
3/29/2023 2:15,United States,Bay Area,Industrial Biotech,Prefer not to say,Public,200-1000,"Director, Medicinal Chemistry",PhD or Equivalent,None,,7,209000,N/A (no overtime/salaried),46000,43000,,"Yearly options refresh, ESPP w/ 2 year lookback",50% 401k match up to 7k,,3-5%,,
3/29/2023 2:26,United States,Seattle,Industrial Biotech,Prefer not to say,Start-up,50-200,Research Associate,Bachelors or Equivalent,None,,2,72800,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
3/29/2023 10:28,United States,Boston,Industrial Biotech,Prefer not to say,Start-up,50-200,Associate Scientist,Bachelors or Equivalent,None,,4,101222,N/A (no overtime/salaried),10%,Not Applicable/None,,,,,4.5,,
3/29/2023 11:13,United States,Bay Area,Industrial Biotech,Prefer not to say,Private,1-50,Research Associate I,Bachelors or Equivalent,None,,1,70000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,4%,,
3/29/2023 12:29,United States,Boston,Industrial Biotech,Prefer not to say,Public,200-1000,Contract Research Associate,Bachelors or Equivalent,None,,3,92000,1.5 Base ,Not Applicable/None,Not Applicable/None,0,0,0,0,Have not been long enough to have an annual yearly raise,,
3/29/2023 13:02,United States,Bay Area,Industrial Biotech,Sangamo Therapeutics,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,,1,85000,N/A (no overtime/salaried),6800,1200,0,RSU,5000 401k match,,1,,"great experience work life balance, gym, mental health and fitness stipend"
3/29/2023 13:15,United States,Boston,Industrial Biotech,Prefer not to say,Start-up,50-200,Scientist II Computational Biology,PhD or Equivalent,None,,2,155000,N/A (no overtime/salaried),23000,Not Applicable/None,10000,80000,2% match,,3.75,,
3/29/2023 13:18,United States,Bay Area,Industrial Biotech,Zymergen,Public,200-1000,Research Associate 2,Bachelors or Equivalent,None,,2,78000,N/A (no overtime/salaried),9000,1000,,,,,Have not been long enough to have an annual yearly raise,,Good experience but short-lived because of layoffs
3/29/2023 14:07,United States,San Diego,Industrial Biotech,Prefer not to say,Public,200-1000,Quality Manager,Bachelors or Equivalent,None,"Quality on the floor, real time review with manufacturing, batch release",10,115000,N/A (no overtime/salaried),10%,Not Applicable/None,0,N/A,5% match,Low cost health insurance,Have not been long enough to have an annual yearly raise,0,3/10 a year ago. 7/10 now
3/29/2023 15:38,United States,Portland,Industrial Biotech,Prefer not to say,Public,1000-5000,Scientific Director,Bachelors or Equivalent,None,Manage scientists,15,245000,N/A (no overtime/salaried),60000,110000,,,,,5,,
3/29/2023 18:53,United States,Los Angeles ,Industrial Biotech,Prefer not to say,Start-up,1-50,Principle Scientist ,PhD or Equivalent,None,,8,175000,N/A (no overtime/salaried),35000,TBD,0,,,,6.30%,,
3/29/2023 22:50,United States,Boston,Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,,2,150000,N/A (no overtime/salaried),15000,Not Applicable/None,,,401k 4% match,,8%,,
3/31/2023 14:47,United States,Bay Area,Industrial Biotech,Prefer not to say,Start-up,50-200,Research Associate II,Bachelors or Equivalent,None,,0,95000,N/A (no overtime/salaried),10%,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
4/2/2023 15:09,United States,Boston,Industrial Biotech,Prefer not to say,Public,50-200,Senior Scientist I,PhD or Equivalent,None,Discovery Research.  50/50 time spent at the bench.  Manage 2 junior scientists,7,147340,N/A (no overtime/salaried),22931.56,stock options - mostly underwater; ESPP plan (15% discount with 6mo lookback period),5000,Sign-on stock options awarded.  yearly bonus options awarded but all underwater.,4% 401K match,HSA company contributes $2000/year,6,,
4/3/2023 20:22,United States,Boston,Industrial Biotech,Prefer not to say,Private,50-200,Associate Director,PhD or Equivalent,None,Program management,7,185000,N/A (no overtime/salaried),30000,Not Applicable/None,20000,,,,6,,
4/9/2023 20:16,United States,Bay Area ,Industrial Biotech,Prefer not to say,Start-up,1-50,Senior researcher ,PhD or Equivalent,None,,0,95000,N/A (no overtime/salaried),5%,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,10000,
4/11/2023 15:20,United States,Bay Area,Industrial Biotech,Prefer not to say,Public,5000+,Bioinformatics Manager,PhD or Equivalent,None,"80% management of a team of bioinformaticians, 20% hands-on bioinformatics work.",8,191000,N/A (no overtime/salaried),30000,10000,0,RSUs,5% base salary profit sharing,PPO and HMO options,4.50%,,Good
4/11/2023 19:00,United States,Philadelphia,Industrial Biotech,Integral Molecular,Private,50-200,Research Associate I,Bachelors or Equivalent,Biotechnology A.A.S ,DNA purification work on a protein library. High throughput screening of customer MAbs. Tissue culture for multiple cell lines. ,1,56400,N/A (no overtime/salaried),~10% of yearly salary,Not Applicable/None,,,401k match up 3% of salary,,Yearly raise was a 10% increase,,Great workplace for people earlier in their careers looking to gain experience and learn. High throughput/high volume nature of work can lead to burn out. Lower salaries compared to other companies in the area 
4/14/2023 22:32,United States,San Diego,Industrial Biotech,Prefer not to say,Private,200-1000,Principal Scientist,PhD or Equivalent,None,Bioinformatics,8,258000,N/A (no overtime/salaried),55000,175000,100000,1200000/4 initial grant ,50% of first 6% 401k,No premium family health insurance ,5.50%,,5-May
4/16/2023 19:13,United States,Minneapolis ,Industrial Biotech,Bio-Techne,Public,1000-5000,Advanced Research Associate ,Masters or Equivalent,None,"Work on a team to develop new products, including leading one project",3,60000,N/A (no overtime/salaried),No target but may receive bonus ,Not Applicable/None,2000,Can purchase stocks 15% off,401K match 50% up to 6% of salary ,Mediocre ,None,0,
4/17/2023 13:00,United States,Seattle,Industrial Biotech,Roche,Public,5000+,Scientist,Bachelors or Equivalent,None,High throughput protein screening development and management of training new people on methods. Lead on Hamilton Stars,5,115000,N/A (no overtime/salaried),7%,Not Applicable/None,0,0,5% match,UHC,4%,0,It’s fine. Directly depends on your site and manager
4/20/2023 15:37,United States,Boston,Industrial Biotech,Dyno Therapeutics,Start-up,50-200,Senior Research Associate,Bachelors or Equivalent,None,AAV production for animal studies and subsequent tissue processing for NGS analysis,5,91000,N/A (no overtime/salaried),9000,5000,0,Stock Options,No 401K match,"BCBS, HSA contributions",Have not been long enough to have an annual yearly raise,,Machine Learning technology seems to work but company is managed poorly. Incredibly tight deadlines and stressful sprints. Many Wetlab RAs are looking to exit within the next year unless something dramatic changes. Hard to advance without PhD. 
4/21/2023 0:26,United States,Phoenix,Industrial Biotech,Azure Biosystems,Private,1-50,Associate marketing manager,Bachelors or Equivalent,None,Manage team of consultants. Responsible for all marketing efforts including some product marketing ,5,70000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,Employer-paid healthcare platinum plan,Company/Institution does not have annual yearly raise,,3/5. Was denied a raise at 2 years while my coworkers got a raise
5/2/2023 18:59,United States,New York,Industrial Biotech,Regeneron,Public,5000+,Scientist,Bachelors or Equivalent,None,,3,96000,N/A (no overtime/salaried),8-10%,Not Applicable/None,,,,,14%,,
5/4/2023 21:44,United States,Ann Arbor,Industrial Biotech,Prefer not to say,Start-up,1-50,Field Applications Scientist ,Masters or Equivalent,None,,5,115000,N/A (no overtime/salaried),10%,Not Applicable/None,0,160000,0,$500 per family. Company pays half. ,Company/Institution does not have annual yearly raise,5000,
5/10/2023 14:00,United States,Washington DC,Industrial Biotech,Prefer not to say,Private,200-1000,Research Associate,Bachelors or Equivalent,None,"Immunoassay development, testing antibodies and protein concentrations.",1,60000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,0,3% 401k match,"80%/20% employee/employee split for healthcare. Medical, vision, dental, FSA provided",Have not been long enough to have an annual yearly raise,3000,"Work experience is highly dependent on manager and team selection. Hiring is done by committee and team selection is not up to applicant. Ultimately low stress environment that cares about quality of work over quantity. Again, highly variable experience."
5/10/2023 21:53,United States,Gaithersburg ,Industrial Biotech,Prefer not to say,Public,50-200,Biologist 1,Bachelors or Equivalent,None,Biologist - invitro toxicology assays (mostly 3d tissue),1,47000,1.5,Not Applicable/None,Not Applicable/None,0,0,,,Have not been long enough to have an annual yearly raise,,
5/16/2023 15:02,United States,Bay Area,Industrial Biotech,Prefer not to say,Public,200-1000,Scientist I,PhD or Equivalent,None,,0,125000,N/A (no overtime/salaried),12.50%,"$10,000 ",12000,Options at FMV determined on start date,"401K, 4% match","PPO, high or low deducible options with HRA or HSA contributions",Have not been long enough to have an annual yearly raise,,
5/24/2023 19:52,United States,Minneapolis,Industrial Biotech,Bio-Techne,Public,1000-5000,Sr. Research Associate,Bachelors or Equivalent,None,Develop multiplex immunoassays. No direct reports. ,8,75000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,Can buy at 80% of purchase price. Must contribute to plan for 6 months before stock shares are purchased ,3% match (match for up to 6% employee salary contributions),$700 to family HSA. $3500 deductible for high deductible plan. $4500 max out of pocket (for employee + spouse).  BCBS MN - pretty good coverage. ,4,,
5/30/2023 14:22,United States,San Diego,Industrial Biotech,Prefer not to say,Public,5000+,Process Transfer Chemist,Bachelors or Equivalent,None,,3,75000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,5% 401k match,,3,,
6/5/2023 12:44,United States,Midwest,Industrial Biotech,Cytek,Public,200-1000,Technical Applications Specialist,PhD or Equivalent,None,"TAS/FAS role - support sales with (remote) seminars and onsite activities, trainings on-site and remote.",4,105000,N/A (no overtime/salaried),25000,Not Applicable/None,0,"RSU grant at sign on, and option to purchase stocks at discount",4.5% 401k match,"$0/month $3,000 deductible $600 HSA, or $100 month/$1,500 deductible and one more tier.",4,,
6/6/2023 13:23,United States,San Diego,Industrial Biotech,Prefer not to say,Start-up,1-50,Sr. RA,Bachelors or Equivalent,None,Protein Production/purification (upstream & downstream),8,100000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,Not sure,5% whether or not I contribute. ,,Have not been long enough to have an annual yearly raise,,
