Timestamp,What country do you work in?,Where is the closest major city or hub?,Where are you located?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,What degrees do you have? ,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity/Stock Option,Compensation - Most recent annual yearly raise (%),Compensation - Sign on Bonus Value,Compensation - Sign on Stock/Equity Options,Compensation - Retirement Benefits (free text),Compensation - Retirement Percent Match (free text),Compensation - Healthcare Benefits (free text),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review,"[Optional] Work Life Balance - On average, how many hours do you work per week",Survey Feedback
1/1/2024 12:34:43,United States,Boston,,Industrial Biotech,Prefer not to say,Public,200-1000,Senior Development Associate,Bachelors or Equivalent,None,Associate in Analytical Development ,2,83000,N/A (no overtime/salaried),"6,225",Not Applicable/None,Have not been long enough to have an annual yearly raise,0,,,,,,,40-50,
1/1/2024 12:35:22,USA,Bay Area ,,Big Pharmaceuticals,Large pharma ,Subsidiary,200-1000,Sr Principal Scientist,Bachelors or Equivalent,None,Analytical Chemist ,8,150000,N/A (no overtime/salaried),60000,10000,Have not been long enough to have an annual yearly raise,25000,,6% and Pension,,Mediocre,,Fine ,40-50,
1/1/2024 12:35:39,United States,San Diego,,Big Pharmaceuticals,Prefer not to say,Public,5000+,Scientist,PhD or Equivalent,None,Scientist- Assay development to support discovery programs,1,130000,N/A (no overtime/salaried),12500,15000,3,,,,,,15000,,40-50,
1/1/2024 12:37:40,USA,Boston,,Lab supply distribution ,Prefer not to say,Public,5000+,Sales Rep,Bachelors or Equivalent,None,"Sell lab supplies, chemicals, and equipment to bio pharma and adjacent industries ",15,200000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,401k match 5% (I think),,Competitive to anything else I’ve seen,,,30-40,
1/1/2024 12:43:26,USA,Bay Area,,Government,Prefer not to say,Government,5000+,Scientist / PI,PhD or Equivalent,None,,5,170,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5,0,0,"401k 5% automatic, 3% match ",,Variety of plans ,25000,,40-50,
1/1/2024 12:50:16,USA,Boston,,Contract Research Organization,Prefer not to say,Public,1000-5000,Sr process engineer ii,Bachelors or Equivalent,None,,8,150000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,10000,250k RSUs,401k match 6%,,,,,40-50,
1/1/2024 12:52:22,Germany,Frankfurt am Main,,Food,Prefer not to say,Start-up,50-200,Research associate,Masters or Equivalent,None,Lab automation,7,40000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,ESOPs,,,,1000,,30-40,
1/1/2024 12:52:44,United States,Bay Area,,Big Pharmaceuticals,CAI,Private,200-1000,CQV Engineer I,Bachelors or Equivalent,None,"Junior CQV Engineer, CQV Consulting",2,88000,"1.5x base from 40-60 hours, 2x above 60",Not Applicable/None,Not Applicable/None,5%,0,0,"15% 401k contribution (independent of employee contribution, I always get it)",,$20/mo for individual. $3500 deductible. $1200/year HSA contribution ,10000,"Generous benefits. Pay is great if you work overtime, but mediocre if you don’t. COLA adjustments do NOT come close to making up for CoL in places like CA. 

Things are highly dependent on your how your manager likes and knows you. ",40-50,
1/1/2024 12:56:16,United States,Boston,,Contract Research Organization,Icon,Public,5000+,Study Start up,Bachelors or Equivalent,None,,2,54000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,4,,,,,,,,30-40,
1/1/2024 12:59:20,Canada,Vancouver,,Ancillary reagents,Prefer not to say,Private,1000-5000,Associate ,Bachelors or Equivalent,None,MSAT upstream ,2,61000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,2,,,4% matched RRSP,,,,,30-40,
1/1/2024 12:59:55,United states,Philadelphia,,Academia/Research/Institution,University of Pennsylvania ,Academia/College/Universities,5000+,Research project manager ,Masters or Equivalent,LARC CRC ICH-GCP,Lab and biorepository manager. Senior scientist or equivalent roll. ,10,74000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3%,0,N/A,5% match with 1% of salary annual separate retirement account,,Open enrollment plans available. Vison dental medical and education ,N/A,In need of compensation review. Attracts self motivated individuals looking to perform at the highest level.,>60,
1/1/2024 13:02:41,USA,San diego,,Big Pharmaceuticals,Prefer not to say,Private,1-50,Associate scientist ,Masters or Equivalent,None,Ipsc-based in vitro disease modeling for our gene therapeutic candidates.,2,94000,N/A (no overtime/salaried),9400,Not Applicable/None,3,,10k shares over 4 years,4% match,,80% complete coverage,,,30-40,
1/1/2024 13:07:06,USA,Portland,,Biotech Equipment,Prefer not to say,Public,1-50,Jr Test Engineer ,Bachelors or Equivalent,None,Work between R&D and manufacturing for cell dispensers,2,56000,1.5x,Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,,,,,,30-40,
1/1/2024 13:09:27,United States,Bay Area,,Agriculture,InnerPlant,Start-up,1-50,Senior Research Associate,Masters or Equivalent,None,Team Lead managing 3 FT RAs,4,97000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0,2000 options over 4 year period with 1 year cliff,"401k account, no match",,90% employer covered,0,great culture,30-40,
1/1/2024 13:10:21,United States of America ,Boston,,Academia/Research/Institution,Prefer not to say,Start-up,1-50,Senior Research Associate ,Masters or Equivalent,None,,5,103000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5%,0,0,401k match,,Employer pays 90% of premium ,,,50-60,
1/1/2024 13:11:53,USA,Denver,,Contract Manufacturing Organization,Prefer not to say,Public,5000+,QC Supervisor ,Bachelors or Equivalent,None,,4,110000,N/A (no overtime/salaried),9000,Not Applicable/None,5%,,,6% 401K,,"$800 HSA Contribution, free barebones healthcare plan ",,,40-50,
1/1/2024 13:12:28,United States,Boston,,Biologics,Prefer not to say,Start-up,50-200,Sr. Scientist Computational Biology,PhD or Equivalent,None,,3,175000,N/A (no overtime/salaried),26250,Not Applicable/None,Have not been long enough to have an annual yearly raise,0,80000,,,,0,,40-50,
1/1/2024 13:16:38,US,Seattle,,Industrial Biotech,Prefer not to say,Start-up,50-200,Research Associate II,Bachelors or Equivalent,None,,3,89500,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5.20%,5000,,,,,,,30-40,
1/1/2024 13:20:03,United States,Philadelphia ,,Big Pharmaceuticals,Prefer not to say,Public,5000+,Program Associate,Bachelors or Equivalent,None,First year associate in a commercial leadership development program,0,79000,N/A (no overtime/salaried),6500,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,,,,,,30-40,
1/1/2024 13:23:14,USA,Bay Area,,Liquid Biopsy,Prefer not to say,Start-up,50-200,Staff Scientist,PhD or Equivalent,None,Computational Biologist,9,188000,N/A (no overtime/salaried),12000,Not Applicable/None,3,,Options initially valued at $17000,401k match of up to 4%,,Gold-level coverage at a nominal cost.,,"Nearly ideal work environment, 5/5 stars.",30-40,
1/1/2024 13:28:53,United States,San Diego,,Clinical Diagnostics,Prefer not to say,Public,200-1000,Senior Scientist,PhD or Equivalent,None,Senior Bioinformatics Scientist - Drive feasibility and exploratory studies to expand R&D pipeline with new wet/dry lab methods and biomarker discoveries.,5,170000,N/A (no overtime/salaried),12%,Not Applicable/None,Have not been long enough to have an annual yearly raise,0,"37,500 RSUs",401k match $3000,,,,,40-50,
1/1/2024 13:47:41,United States,Cambridge ,,Big Pharmaceuticals,Prefer not to say,Public,200-1000,"Associate Director, Legal",Bachelors or Equivalent,None,Associate Director in legal department primarily negotiate contracts,10,194000,N/A (no overtime/salaried),38800,8000,4,0,,401k match to 6%,,Employer covers 90% of premiums ,,,30-40,
1/1/2024 13:51:41,United States,New York City,,Consulting,Prefer not to say,Private,1000-5000,Project Leader,M.D./PharmD/D.D.S. or Equivalent,None,,3,225000,N/A (no overtime/salaried),50000,Not Applicable/None,Have not been long enough to have an annual yearly raise,25000,,15% of base ,,Free,,,>60,
1/1/2024 14:18:19,USA,San Diego,,Big Pharmaceuticals,Prefer not to say,Private,1000-5000,Sr. Scientist,PhD or Equivalent,None,"Sr. Scientist - structural biology, early stage discovery ",7,132000,N/A (no overtime/salaried),18500,45000,3%,12000,,4.5% 401k match,,,,"Good direction, bright future",40-50,
1/1/2024 14:27:50,United States,Bay Area,,Big Pharmaceuticals,Roche Diagnostics,Public,5000+,Principal Scientist II,PhD or Equivalent,None,,8,188000,N/A (no overtime/salaried),28000,15000,3.5,,,4% match plus 6% at bonus time,,,,,30-40,
1/1/2024 14:29:43,usa,san diego,,Big Pharmaceuticals,Vertex,Public,5000+,research scientist,Masters or Equivalent,None,"image analysis, release assays, data analysis",23,119000,N/A (no overtime/salaried),12%,Not Applicable/None,Have not been long enough to have an annual yearly raise,30000,20000,6% match,,HSA,NA,"Acquired from small biotech, three rounds of layoffs in a year to fully dismantle the previous company as a recognizable group of people.  Future uncertain, our current jobs end in a couple months (no defined date).  We are encouraged to find employment within Vertex but that is heavily biased toward people willing to move from San Diego to Boston.  Overall Vertex has treated us with dignity whilst not being shy with the sickle.",40-50,
1/1/2024 14:54:44,USA,Philadelphia ,,Big Pharmaceuticals,GSK,Public,5000+,Global Director,PhD or Equivalent,None,Medical Affairs,6,205000,N/A (no overtime/salaried),18%,$35k ,3.50%,30000,0,11% total 401k,,,90000,,30-40,
1/1/2024 14:59:56,USA,Chicago,,Big Pharmaceuticals,Prefer not to say,Public,5000+,"Head of Compliance, Regional",M.D./PharmD/D.D.S. or Equivalent,"PE, CQA, CPGP",The blind leading the blinds,12,375000,N/A (no overtime/salaried),93750,112500,5,,,6% 401k,,,"$120,000 cash + free real estate agent services","idk, good?",>60,
1/1/2024 15:00:10,US,Boston ,,Big Pharmaceuticals,Vertex pharmaceuticals ,Public,5000+,Associate Director,Masters or Equivalent,PMP,Non-science based role,13,170000,N/A (no overtime/salaried),"18% of base salary, but a multiplier is applied based on review, up to 33%",$85k in RSUs,6% with a n additional mid-year salary adjustment of $8k,10000,N/A,"401K match, can't recall%",,Excellent heath insurance across the board with several options available ,N/A,"Great place to work, especially compared to other companies I have worked for and what others have said about previous employers",40-50,
1/1/2024 15:05:09,USA,St Louis,,Agriculture,Prefer not to say,Start-up,1-50,Lead,PhD or Equivalent,None,Managing internal protein production and distribution to internal and external technology testing. Manage 2-3 MS level researchers,1,90000,N/A (no overtime/salaried),Not Applicable/None,ISO for meeting goals,Company/Institution does not have annual yearly raise,0,"4 year vest, 1 year cliff. 0.04% of seed round company",,,"Employee insurance subsidized (high deductible ($5k) plan with hsa $11/month). Family offered but not subsidized. United Healthcare. 
Vision and dental combo $20/month united healthcare",,,40-50,
1/1/2024 15:06:05,United States,San Diego,,Contract Research Organization,Prefer not to say,Private,1-50,Scientist III,PhD or Equivalent,None,,1,110000,N/A (no overtime/salaried),Not Applicable/None,2000 RSUs,12%,10000,,3% 401K match,,50% health benefits covered,,"Happy, could be making more elsewhere, but WLB and team are great so I am happy",30-40,
1/1/2024 15:09:09,United States,Boston,,Academia/Research/Institution,Prefer not to say,Public,200-1000,Director,PhD or Equivalent,None,Computational biology and software engineering,1,200000,N/A (no overtime/salaried),50000,30000,7,30000,30000 shares,3% match,,,,,40-50,
1/1/2024 15:16:42,US,Boston,,Big Pharmaceuticals,Takeda,Public,5000+,Director,PhD or Equivalent,None,Head of a program management group ,15,220000,N/A (no overtime/salaried),55000,70000,3,5000,,5% 401k match (or something small like that),,"PPO option for individual: $2k max out of pocket, $200 deductible for in network. Twice that for out of network. Also HSA option. ",,"Work with great people, but company tends to staff leanly, which leads to working longer hours. Most people work 40-50 min. Some do ~60. ",>60,
1/1/2024 15:17:16,US,Chicago,,Regulatory Affairs,Prefer not to say,Public,1000-5000,Medical Writing Manager,PhD or Equivalent,None,,7,166000,N/A (no overtime/salaried),49800,75000,3,10000,110000,6% 401k match,,,,,30-40,
1/1/2024 15:21:07,United States,San Diego ,,Biotech startup ,Prefer not to say,Start-up,1-50,R&D director,PhD or Equivalent,None,,4,150000,N/A (no overtime/salaried),20000,Not Applicable/None,Company/Institution does not have annual yearly raise,0,0,No match,,Health insurance sucks ,N/A,,40-50,
1/1/2024 15:34:49,USA,San Diego,,Big Pharmaceuticals,Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,,4,85000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,,,,,,40-50,
1/1/2024 15:39:15,US,Boston ,,Industrial Biotech,Prefer not to say,Private,1-50,Director CMC,PhD or Equivalent,None,,9,260000,N/A (no overtime/salaried),65000,130000,6.50%,90000,150000,6%,,"PPO. Ded covered, HSA company sponsored",,,30-40,
1/1/2024 15:47:58,USA ,Bay Area ,,Big Pharmaceuticals,Prefer not to say,Public,200-1000,Laboratory Manager,Bachelors or Equivalent,None,"Manage laboratory inventory, maintenance and safety for both open laboratory space and Vivarium. Routinely conducts in vivo experiments as needed.",10,140000,N/A (no overtime/salaried),10000,4500,3%,0,0,4.50%,,United Healthcare ,,,30-40,
1/1/2024 15:55:52,United States,Boston,,Big Pharmaceuticals,vertex pharmaceuticals ,Public,5000+,Director ,PhD or Equivalent,None,Manage 6 scientists and lead a program ,12,224000,N/A (no overtime/salaried),50000,125000,4,,,4.5% match ,,"1k to flexible spending account, PPO or HMO plans, both superb coverage - low out of pocket max both in and out of network. No deductible in PPO. HSA contributions if you pick HMO. Dental, vision available. Health PPO is around 450 a month for family of 4. ",,,40-50,
1/1/2024 16:00:05,United States,Philadelphia ,,Big Pharmaceuticals,Prefer not to say,Public,5000+,"Director, Medical Affairs",PhD or Equivalent,None,,10,236000,N/A (no overtime/salaried),20%,Not Applicable/None,10%,30000,100000,,,,,,40-50,
1/1/2024 16:03:04,United States ,LA,,Big Pharmaceuticals,Amgen,Private,5000+,Senior scientist,PhD or Equivalent,None,Pivotal process development for synthetic oral dosage forms.,5,130000,N/A (no overtime/salaried),20000,10000,3%,,,,,,,,30-40,
1/1/2024 16:08:33,USA,San Diego,,Industrial Biotech,Prefer not to say,Public,200-1000,Staff Scientist,PhD or Equivalent,None,,6,153000,N/A (no overtime/salaried),15300,1000,Have not been long enough to have an annual yearly raise,7500,12500,2% match,,"All available, 70 percent covered for employee and 50 percent covered for dependents ",,,40-50,
1/1/2024 16:28:29,United States,Boston,,Big Pharmaceuticals,Prefer not to say,Public,5000+,Associate Director,PhD or Equivalent,PMP,Project Manager,8,175000,N/A (no overtime/salaried),28000,Not Applicable/None,4.50%,10000,,6%,,,,,40-50,
1/1/2024 16:46:45,Canada,Vancouver,,Big Pharmaceuticals,Prefer not to say,Private,200-1000,Research Associate II,Masters or Equivalent,None,,3,72000,N/A (no overtime/salaried),7200,Not Applicable/None,Have not been long enough to have an annual yearly raise,2500,1000 stock option,6%,,,,I love working here,30-40,
1/1/2024 16:49:05,United States,San Francisco ,,Biotech ,Prefer not to say,Public,200-1000,Senior Director Clinical Operations ,Bachelors or Equivalent,RN,,20,280000,N/A (no overtime/salaried),"70,000","10,000",Have not been long enough to have an annual yearly raise,0,Options and RSUs,5%,,100% paid healthcare benefits ,0,B+,40-50,
1/1/2024 16:54:47,United States,Nyc,,Big Pharmaceuticals,Prefer not to say,Public,5000+,Associate scientist ,Bachelors or Equivalent,None,Clinical testing/immunoassays,4,70000,N/A (no overtime/salaried),8000,Not Applicable/None,4,,,,,,,,30-40,
